Kingdom,Phylum,Class,Order,Family,Genus
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,NA
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae_NK4B4_group
Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Arcobacter
Bacteria,Proteobacteria,NA,NA,NA,NA
Bacteria,Nitrospirae,Nitrospira,Nitrospirales,Nitrospiraceae,NA
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales_Incertae_Sedis,Phreatobacter
Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Frigoribacterium
Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter
Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,NA
Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,NA
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhodobiaceae,NA
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Methylobacterium
Bacteria,Cyanobacteria,Chloroplast,NA,NA,NA
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rubellimicrobium
Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Anaerococcus
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,B142,NA
Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,NA
Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas
Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Microbacterium
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,alphaI_cluster,NA
Bacteria,Actinobacteria,Actinobacteria,Frankiales,Sporichthyaceae,hgcI_clade
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,NA
Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Methylobacterium
Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,NA
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Shinella
Bacteria,Gracilibacteria,NA,NA,NA,NA
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,NA
Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,NA
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Enhydrobacter
Bacteria,Parcubacteria,NA,NA,NA,NA
Bacteria,Parcubacteria,NA,NA,NA,NA
Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,NA
Bacteria,Actinobacteria,Actinobacteria,Frankiales,Geodermatophilaceae,Blastococcus
Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus_2
Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Anaerolinea
Bacteria,Parcubacteria,NA,NA,NA,NA
Bacteria,Parcubacteria,NA,NA,NA,NA
Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium
Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas
Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia
Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas
Bacteria,Peregrinibacteria,Candidatus_Peribacteria,NA,NA,NA
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,NA
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,NA
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,NA
Bacteria,Cyanobacteria,Cyanobacteria,SubsectionII,FamilyII,Pleurocapsa
Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Nesterenkonia
Bacteria,Parcubacteria,NA,NA,NA,NA
Bacteria,Cyanobacteria,ML635J-21,NA,NA,NA
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Polynucleobacter
Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Zymomonas
Bacteria,Parcubacteria,NA,NA,NA,NA
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Azorhizophilus
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,NA
Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,CL500-3
Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Cryobacterium
Bacteria,Nitrospirae,Nitrospira,Nitrospirales,Nitrospiraceae,NA
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,NA
Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Anaerococcus
Bacteria,Cyanobacteria,Melainabacteria,Obscuribacterales,NA,NA
Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Rothia
Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,NA
Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,NA
Bacteria,Cyanobacteria,Chloroplast,NA,NA,NA
Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Williamsia
Bacteria,Cyanobacteria,Chloroplast,NA,NA,NA
Bacteria,Actinobacteria,Actinobacteria,Kineosporiales,Kineosporiaceae,Quadrisphaera
Bacteria,Parcubacteria,Candidatus_Nomurabacteria,NA,NA,NA
Bacteria,Nitrospirae,Nitrospira,Nitrospirales,Nitrospiraceae,NA
Bacteria,Chloroflexi,SBR2076,NA,NA,NA
Bacteria,Actinobacteria,Actinobacteria,Frankiales,Sporichthyaceae,Sporichthya
Bacteria,Verrucomicrobia,Spartobacteria,Chthoniobacterales,Chthoniobacterales_Incertae_Sedis,Terrimicrobium
Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,LD12_freshwater_group,NA
Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,NA
Bacteria,Cyanobacteria,Melainabacteria,Caenarcaniphilales,NA,NA
Bacteria,NA,NA,NA,NA,NA
Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Acidimicrobiaceae,CL500-29_marine_group
Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Methylobacterium
Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium_1
Bacteria,Parcubacteria,Candidatus_Nomurabacteria,NA,NA,NA
Bacteria,Parcubacteria,NA,NA,NA,NA
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rubellimicrobium
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Neorhizobium
Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,NA
Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium
Bacteria,Actinobacteria,Actinobacteria,Frankiales,Sporichthyaceae,hgcI_clade
Bacteria,Cyanobacteria,Chloroplast,NA,NA,NA
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Methylobacterium
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Anaerostipes
Bacteria,Parcubacteria,NA,NA,NA,NA
Bacteria,Parcubacteria,NA,NA,NA,NA
Bacteria,Parcubacteria,Candidatus_Moranbacteria,NA,NA,NA
Bacteria,NA,NA,NA,NA,NA
Bacteria,Verrucomicrobia,NA,NA,NA,NA
Bacteria,Actinobacteria,Actinobacteria,Kineosporiales,Kineosporiaceae,Quadrisphaera
Bacteria,Parcubacteria,NA,NA,NA,NA
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylorosula
Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium
Eukaryota,NA,NA,NA,NA,NA
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,NA
Bacteria,Parcubacteria,Candidatus_Magasanikbacteria,NA,NA,NA
Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Kocuria
Bacteria,Proteobacteria,Proteobacteria_Incertae_Sedis,Unknown_Order,Unknown_Family,Candidatus_Thiobios
Bacteria,Parcubacteria,Candidatus_Nomurabacteria,NA,NA,NA
Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium
Bacteria,Verrucomicrobia,NA,NA,NA,NA
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium
Bacteria,Actinobacteria,Actinobacteria,Kineosporiales,Kineosporiaceae,Kineococcus
Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Acidimicrobiaceae,CL500-29_marine_group
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacter
Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,NA
Bacteria,Actinobacteria,Actinobacteria,Frankiales,Sporichthyaceae,hgcI_clade
Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Dermacoccaceae,Kytococcus
Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,NA,NA
Bacteria,Acidobacteria,Solibacteres,Solibacterales,Solibacteraceae_(Subgroup_3),Paludibaculum
Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiales_Incertae_Sedis,Candidatus_Captivus
Bacteria,Parcubacteria,Candidatus_Falkowbacteria,NA,NA,NA
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,NA
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,NA
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales_Incertae_Sedis,Rhizomicrobium
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,NA
Bacteria,Chloroflexi,Thermomicrobia,JG30-KF-CM45,NA,NA
Bacteria,Parcubacteria,Candidatus_Azambacteria,NA,NA,NA
Bacteria,Saccharibacteria,NA,NA,NA,NA
Bacteria,Nitrospirae,Nitrospira,Nitrospirales,Nitrospiraceae,NA
Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Sulfuricurvum
Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiales_Incertae_Sedis,Candidatus_Finniella
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillales_Incertae_Sedis,Reyranella
Bacteria,Parcubacteria,Candidatus_Nomurabacteria,NA,NA,NA
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bosea
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,NA
Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,NA
Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,NA
Bacteria,Parcubacteria,NA,NA,NA,NA
Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiales_Incertae_Sedis,Candidatus_Captivus
Bacteria,Chloroflexi,Caldilineae,Caldilineales,Caldilineaceae,NA
Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,NA,NA
Bacteria,Proteobacteria,Betaproteobacteria,Methylophilales,Methylophilaceae,Candidatus_Methylopumilus
Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xylella
Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium_1
Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,NA
Bacteria,Gracilibacteria,NA,NA,NA,NA
Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,NA
Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,GOM_Arc_I,Candidatus_Methanoperedens
Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,NA
Bacteria,Cyanobacteria,Melainabacteria,Obscuribacterales,NA,NA
Bacteria,Cyanobacteria,Chloroplast,NA,NA,NA
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Pseudolabrys
Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA
Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium
Bacteria,Cyanobacteria,Chloroplast,NA,NA,NA
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,NA
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Azorhizophilus
Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Pseudonocardia
NA,NA,NA,NA,NA,NA
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobium
Bacteria,Chloroflexi,Thermomicrobia,JG30-KF-CM45,NA,NA
Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium
Bacteria,Parcubacteria,Candidatus_Magasanikbacteria,NA,NA,NA
Bacteria,Saccharibacteria,NA,NA,NA,NA
Archaea,NA,NA,NA,NA,NA
Bacteria,Parcubacteria,NA,NA,NA,NA
Bacteria,Parcubacteria,Candidatus_Jorgensenbacteria,NA,NA,NA
Bacteria,Verrucomicrobia,NA,NA,NA,NA
Bacteria,Actinobacteria,Actinobacteria,Frankiales,Sporichthyaceae,hgcI_clade
Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio
Eukaryota,NA,NA,NA,NA,NA
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia
Bacteria,Parcubacteria,Candidatus_Adlerbacteria,NA,NA,NA
Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio
Bacteria,Parcubacteria,Candidatus_Moranbacteria,NA,NA,NA
Bacteria,Acidobacteria,Solibacteres,Solibacterales,Solibacteraceae_(Subgroup_3),Paludibaculum
Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,LD12_freshwater_group,NA
Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiales_Incertae_Sedis,NA
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Albirhodobacter
Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_1,Clostridium_sensu_stricto_1
Bacteria,Cyanobacteria,Cyanobacteria,SubsectionII,FamilyII,Chroococcidiopsis
Bacteria,Cyanobacteria,Cyanobacteria,NA,NA,NA
Bacteria,NA,NA,NA,NA,NA
Bacteria,Peregrinibacteria,Candidatus_Peribacteria,NA,NA,NA
Bacteria,Parcubacteria,NA,NA,NA,NA
Bacteria,Cyanobacteria,Chloroplast,NA,NA,NA
Bacteria,Actinobacteria,Actinobacteria,Frankiales,Sporichthyaceae,hgcI_clade
Bacteria,Actinobacteria,Actinobacteria,Frankiales,NA,NA
Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,NA
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Methylobacterium
Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xylella
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Methylobacterium
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Methylobacterium
Bacteria,Cyanobacteria,Cyanobacteria,NA,NA,NA
Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas
Bacteria,Actinobacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Actinoplanes
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus
Bacteria,Chloroflexi,Dehalococcoidia,Dehalococcoidales,Dehalococcoidaceae,Dehalogenimonas
Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,NA
Bacteria,NA,NA,NA,NA,NA
Bacteria,Parcubacteria,Candidatus_Falkowbacteria,NA,NA,NA
Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Arcobacter
Bacteria,Parcubacteria,NA,NA,NA,NA
Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Peptoniphilus
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Methylobacterium
Bacteria,Firmicutes,Clostridia,Clostridiales,Heliobacteriaceae,Hydrogenispora
Bacteria,NA,NA,NA,NA,NA
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia
Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas
Bacteria,Saccharibacteria,NA,NA,NA,NA
Bacteria,Nitrospirae,Nitrospira,Nitrospirales,Nitrospiraceae,NA
Bacteria,Parcubacteria,NA,NA,NA,NA
Bacteria,Parcubacteria,NA,NA,NA,NA
Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Acetobacterium
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,NA
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,1174-901-12,NA
Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,NA
Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium
Bacteria,Actinobacteria,Actinobacteria,Frankiales,Geodermatophilaceae,Blastococcus
Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,MNG7,NA
Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,CL500-3
Bacteria,Cyanobacteria,Chloroplast,NA,NA,NA
Bacteria,Verrucomicrobia,NA,NA,NA,NA
Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Sulfuricurvum
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,NA
Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Intrasporangiaceae,Knoellia
Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Propionibacterium
Bacteria,Parcubacteria,NA,NA,NA,NA
Bacteria,Peregrinibacteria,Candidatus_Peribacteria,NA,NA,NA
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylocystaceae,NA
Bacteria,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Synechococcus
Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Candidatus_Planktoluna
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Cryomorphaceae,Salinirepens
Eukaryota,NA,NA,NA,NA,NA
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas
Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Leucobacter
Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium
Bacteria,Parcubacteria,Candidatus_Jorgensenbacteria,NA,NA,NA
Bacteria,Parcubacteria,Candidatus_Azambacteria,NA,NA,NA
Eukaryota,NA,NA,NA,NA,NA
Eukaryota,NA,NA,NA,NA,NA
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
Bacteria,Firmicutes,Bacilli,Bacillales,Thermoactinomycetaceae,Laceyella
NA,NA,NA,NA,NA,NA
Bacteria,Parcubacteria,NA,NA,NA,NA
Bacteria,Armatimonadetes,Fimbriimonadia,Fimbriimonadales,Fimbriimonadaceae,NA
Bacteria,Proteobacteria,Betaproteobacteria,Methylophilales,Methylophilaceae,Candidatus_Methylopumilus
Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,NA
Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Peptoclostridium
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,NA
Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas
Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Marmoricola
Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Intrasporangiaceae,NA
Bacteria,Parcubacteria,Candidatus_Adlerbacteria,NA,NA,NA
Bacteria,Chloroflexi,Dehalococcoidia,Dehalococcoidales,Dehalococcoidaceae,Dehalogenimonas
Bacteria,Nitrospirae,Nitrospira,Nitrospirales,Nitrospiraceae,NA
Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Phenylobacterium
Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rubellimicrobium
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,NA
Bacteria,Actinobacteria,Actinobacteria,Frankiales,Geodermatophilaceae,Blastococcus
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,NA
Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Iamiaceae,Iamia
Bacteria,Parcubacteria,Candidatus_Moranbacteria,NA,NA,NA
Bacteria,Parcubacteria,NA,NA,NA,NA
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylorosula
Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Acidimicrobiaceae,CL500-29_marine_group
Bacteria,Verrucomicrobia,Spartobacteria,Chthoniobacterales,FukuN18_freshwater_group,NA
Bacteria,Actinobacteria,Actinobacteria,Frankiales,Sporichthyaceae,hgcI_clade
Bacteria,Cyanobacteria,Chloroplast,NA,NA,NA
Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae_UCG-002
Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Micrococcus
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,NA
Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,NA
Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas
Bacteria,Proteobacteria,NA,NA,NA,NA
Bacteria,Cyanobacteria,Chloroplast,NA,NA,NA
Bacteria,Saccharibacteria,NA,NA,NA,NA
Eukaryota,NA,NA,NA,NA,NA
Bacteria,NA,NA,NA,NA,NA
Bacteria,Parcubacteria,NA,NA,NA,NA
Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,GOM_Arc_I,Candidatus_Methanoperedens
Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,Hirschia
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillales_Incertae_Sedis,Reyranella
Bacteria,Cyanobacteria,Chloroplast,NA,NA,NA
Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Peptoniphilus
Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Pseudarthrobacter
Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcales_Incertae_Sedis,Luteimicrobium
Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Dermabacteraceae,Brachybacterium
Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Peptoclostridium
Bacteria,Proteobacteria,Betaproteobacteria,070125-BRIC7-5,NA,NA
Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,Methanoregula
Bacteria,Cyanobacteria,Chloroplast,NA,NA,NA
Bacteria,Proteobacteria,Betaproteobacteria,NA,NA,NA
Bacteria,Parcubacteria,Candidatus_Moranbacteria,NA,NA,NA
Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Pseudarthrobacter
Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Azomonas
Eukaryota,NA,NA,NA,NA,NA
Bacteria,Parcubacteria,Candidatus_Jorgensenbacteria,NA,NA,NA
Bacteria,Parcubacteria,Candidatus_Magasanikbacteria,NA,NA,NA
Bacteria,Peregrinibacteria,Candidatus_Peribacteria,NA,NA,NA
Bacteria,Saccharibacteria,NA,NA,NA,NA
Bacteria,Parcubacteria,Candidatus_Magasanikbacteria,NA,NA,NA
Bacteria,Parcubacteria,NA,NA,NA,NA
Bacteria,Cyanobacteria,Chloroplast,NA,NA,NA
Bacteria,Cyanobacteria,Chloroplast,NA,NA,NA
Bacteria,Cyanobacteria,Chloroplast,NA,NA,NA
Bacteria,Cyanobacteria,Chloroplast,NA,NA,NA
Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,NA
Eukaryota,NA,NA,NA,NA,NA
Eukaryota,NA,NA,NA,NA,NA
Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,NA,NA
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Mesorhizobium
Bacteria,Parcubacteria,NA,NA,NA,NA
Bacteria,Parcubacteria,Candidatus_Nomurabacteria,NA,NA,NA
Bacteria,Parcubacteria,NA,NA,NA,NA
Bacteria,Firmicutes,Clostridia,Halanaerobiales,ODP1230B8.23,NA
